,IOC,Breeding Range,Order,Family,Indonesian
330,Xenoperdix obscuratus,AF,GALLIFORMES,Phasianidae,Rubeho Forest Partridge
331,Caloperdix oculeus,OR,GALLIFORMES,Phasianidae,Puyuh tarun-tarun
332,Rollulus rouloul,OR,GALLIFORMES,Phasianidae,Puyuh sengayan
333,Melanoperdix niger,OR,GALLIFORMES,Phasianidae,Puyuh hitam
334,Arborophila torqueola,OR,GALLIFORMES,Phasianidae,Hill Partridge
335,Arborophila rufipectus,OR,GALLIFORMES,Phasianidae,Sichuan Partridge
336,Arborophila mandellii,OR,GALLIFORMES,Phasianidae,Chestnut-breasted Partridge
337,Arborophila gingica,OR,GALLIFORMES,Phasianidae,White-necklaced Partridge
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,Rufous-throated Partridge
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,Puyuh-gonggong sumatera
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,Siamese Partridge
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,Chestnut-headed Partridge
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,Hainan Partridge
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,Taiwan Partridge
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,White-cheeked Partridge
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,Bar-backed Partridge
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,Orange-necked Partridge
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,Puyuh-gonggong kalimantan
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,Malayan Partridge
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,Puyuh-gonggong biasa
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,Puyuh-gonggong biasa
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,Puyuh-gonggong jawa
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,Puyuh-gonggong biasa
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,Snow Partridge
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,Blood Pheasant
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,Western Tragopan
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,Satyr Tragopan
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,Blyth's Tragopan
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,Temminck's Tragopan
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,Cabot's Tragopan
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,Verreaux's Monal-Partridge
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,Szechenyi's Monal-Partridge
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,Himalayan Monal
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,Sclater's Monal
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,Chinese Monal
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,Koklass Pheasant
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,Wild Turkey
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,Ocellated Turkey
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,Hazel Grouse
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,Chinese Grouse
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,Willow Ptarmigan
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,Rock Ptarmigan
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,Siberian Grouse
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,Western Capercaillie
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,Black-billed Capercaillie
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,Black Grouse
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,Caucasian Grouse
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,Puyuh siul-selanting
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,Dulit Partridge
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,Tibetan Partridge
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,Grey Partridge
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,Daurian Partridge
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,Copper Pheasant
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,Reeves's Pheasant
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,Mikado Pheasant
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,Elliot's Pheasant
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,Mrs. Hume's Pheasant
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,Golden Pheasant
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,Lady Amherst's Pheasant
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,Common Pheasant
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,Green Pheasant
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,Cheer Pheasant
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,Tibetan Eared Pheasant
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,White Eared Pheasant
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,Brown Eared Pheasant
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,Blue Eared Pheasant
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,Edwards's Pheasant
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,Swinhoe's Pheasant
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,Semidan kalimantan
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,Kalij Pheasant
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,Silver Pheasant
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,Sempidan merah
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,Bornean Crestless Fireback
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,Siamese Fireback
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,Sempidan sumatera
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,Malayan Crested Fireback
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,Sempidan biru
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,Vietnamese Crested Argus
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,Malayan Crested Argus
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,Kuau raja
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,Congo Peafowl
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,Indian Peafowl
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,Merak hijau
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,Green-legged Partridge
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,Puyuh-gonggong kalung
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,Sabah Partridge
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,Puyuh kepala-merah
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,Red Spurfowl
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,Painted Spurfowl
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,Sri Lanka Spurfowl
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,Palawan Peacock-Pheasant
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,Kuau-kerdil kalimantan
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,Malayan Peacock-Pheasant
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,Germain's Peacock-Pheasant
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,Hainan Peacock-Pheasant
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,Grey Peacock-Pheasant
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,Mountain Peacock-Pheasant
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,Kuau-kerdil sumatera
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,Mountain Bamboo Partridge
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,Chinese Bamboo Partridge
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,Taiwan Bamboo Partridge
431,Gallus varius,OR,GALLIFORMES,Phasianidae,Ayam-hutan hijau
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,Ayam-hutan merah
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,Grey Junglefowl
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,Sri Lanka Junglefowl
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,Latham's Francolin
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,Crested Francolin
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,Grey Francolin
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,Swamp Francolin
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,Chinese Francolin
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,Black Francolin
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,Painted Francolin
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,Coqui Francolin
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,White-throated Francolin
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,Schlegel's Francolin
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,Ring-necked Francolin
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,Red-winged Francolin
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,Finsch's Francolin
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,Moorland Francolin
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,Elgon Francolin
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,Grey-winged Francolin
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,Orange River Francolin
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,Shelley's Francolin
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,Whyte's Francolin
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,Tibetan Snowcock
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,Altai Snowcock
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,Caucasian Snowcock
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,Caspian Snowcock
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,Himalayan Snowcock
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,See-see Partridge
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,Sand Partridge
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,Puyuh coklat
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,Puyuh jayawijaya
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,Puyuh batu
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,Blue Quail
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,Madagascar Partridge
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,Common Quail
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,Japanese Quail
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,Harlequin Quail
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,Rain Quail
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,Stubble Quail
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,Barbary Partridge
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,Arabian Partridge
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,Red-legged Partridge
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,Chukar Partridge
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,Rock Partridge
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,Philby's Partridge
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,Przevalski's Partridge
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,Jungle Bush Quail
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,Rock Bush Quail
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,Painted Bush Quail
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,Manipur Bush Quail
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,Hartlaub's Spurfowl
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,Mount Cameroon Spurfowl
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,Handsome Spurfowl
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,Chestnut-naped Spurfowl
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,Erckel's Spurfowl
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,Djibouti Spurfowl
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,Swierstra's Spurfowl
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,Ahanta Spurfowl
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,Grey-striped Spurfowl
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,Jackson's Spurfowl
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,Red-billed Spurfowl
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,Cape Spurfowl
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,Natal Spurfowl
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,Hildebrandt's Spurfowl
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,Double-spurred Spurfowl
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,Scaly Spurfowl
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,Heuglin's Spurfowl
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,Clapperton's Spurfowl
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,Harwood's Spurfowl
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,Swainson's Spurfowl
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,Yellow-necked Spurfowl
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,Grey-breasted Spurfowl
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,Red-necked Spurfowl
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,Taktarau tutul
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,Taktarau kumis
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,Solomons Nightjar
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,New Caledonian Nightjar
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,Taktarau iblis
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,Taktarau papua
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,Taktarau gunung
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,Taktarau melayu
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Taktarau besar
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,Collared Nightjar
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,Nacunda Nighthawk
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,Least Nighthawk
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,Sand-colored Nighthawk
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Lesser Nighthawk
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,Common Nighthawk
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Short-tailed Nighthawk
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,Rufous-bellied Nighthawk
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,Band-tailed Nighthawk
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,Plain-tailed Nighthawk
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,Blackish Nightjar
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,Pygmy Nightjar
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Pauraque
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,Anthony's Nightjar
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,Todd's Nightjar
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,Little Nightjar
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,Roraiman Nightjar
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,Cayenne Nightjar
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,Sickle-winged Nightjar
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,White-winged Nightjar
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,Band-winged Nightjar
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,Tschudi's Nightjar
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,Swallow-tailed Nightjar
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,Lyre-tailed Nightjar
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,White-tailed Nightjar
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Spot-tailed Nightjar
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,Ladder-tailed Nightjar
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,Scissor-tailed Nightjar
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,Long-trained Nightjar
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,Choco Poorwill
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,Eared Poorwill
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,Yucatan Poorwill
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Ocellated Poorwill
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,Common Poorwill
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Rufous Nightjar
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,Tawny-collared Nightjar
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,Yucatan Nightjar
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,Silky-tailed Nightjar
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,Buff-collared Nightjar
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,Dusky Nightjar
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Brown Nightjar
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,Red-necked Nightjar
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,Jungle Nightjar
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,Cabak kelabu
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,Palau Nightjar
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,European Nightjar
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Sombre Nightjar
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,Rufous-cheeked Nightjar
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,Egyptian Nightjar
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,Sykes's Nightjar
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,Nubian Nightjar
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,Golden Nightjar
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,Jerdon's Nightjar
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Cabak maling
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,Cabak mees
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,Andaman Nightjar
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,Philippine Nightjar
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,Cabak sulawesi
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,Donaldson Smith's Nightjar
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,Fiery-necked Nightjar
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,Montane Nightjar
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,Indian Nightjar
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,Madagascar Nightjar
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,Swamp Nightjar
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,Nechisar Nightjar
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Plain Nightjar
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Star-spotted Nightjar
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Cabak kota
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,Freckled Nightjar
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,Cabak kolong
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,Cabak gunung
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,Prigogine's Nightjar
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,Bates's Nightjar
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,Long-tailed Nightjar
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,Slender-tailed Nightjar
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,Square-tailed Nightjar
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,Standard-winged Nightjar
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,Pennant-winged Nightjar
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,Oilbird
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,Rufous Potoo
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,Great Potoo
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,Long-tailed Potoo
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,Northern Potoo
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,Common Potoo
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,Andean Potoo
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,White-winged Potoo
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,Paruh-kodok pualam
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,Paruh-kodok papua
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,Tawny Frogmouth
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,Solomons Frogmouth
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,Paruh-kodok besar
606,Batrachostomus harterti,OR,PODARGIFORMES,Podargidae,Paruh-kodok dulit
607,Batrachostomus septimus,OR,PODARGIFORMES,Podargidae,Philippine Frogmouth
608,Batrachostomus stellatus,OR,PODARGIFORMES,Podargidae,Paruh-kodok bintang
609,Batrachostomus moniliger,OR,PODARGIFORMES,Podargidae,Sri Lanka Frogmouth
610,Batrachostomus hodgsoni,OR,PODARGIFORMES,Podargidae,Hodgson's Frogmouth
611,Batrachostomus poliolophus,OR,PODARGIFORMES,Podargidae,Paruh-kodok kepala-pucat
612,Batrachostomus mixtus,OR,PODARGIFORMES,Podargidae,Paruh-kodok kepala-pucat
613,Batrachostomus javensis,OR,PODARGIFORMES,Podargidae,Paruh-kodok jawa
614,Batrachostomus affinis,OR,PODARGIFORMES,Podargidae,Blyth's Frogmouth
615,Batrachostomus chaseni,OR,PODARGIFORMES,Podargidae,Palawan Frogmouth
616,Batrachostomus cornutus,OR,PODARGIFORMES,Podargidae,Paruh-kodok tanduk
617,Aegotheles insignis,AU,AEGOTHELIFORMES,Aegothelidae,Atoku besar
618,Aegotheles tatei,AU,AEGOTHELIFORMES,Aegothelidae,Starry Owlet-nightjar
619,Aegotheles crinifrons,AU,AEGOTHELIFORMES,Aegothelidae,Atoko maluku
620,Aegotheles wallacii,AU,AEGOTHELIFORMES,Aegothelidae,Atoku wallacea
621,Aegotheles albertisi,AU,AEGOTHELIFORMES,Aegothelidae,Atoku gunung
622,Aegotheles savesi,AU,AEGOTHELIFORMES,Aegothelidae,New Caledonian Owlet-nightjar
623,Aegotheles bennettii,AU,AEGOTHELIFORMES,Aegothelidae,Atoku kalung
624,Aegotheles affinis,AU,AEGOTHELIFORMES,Aegothelidae,Vogelkop Owlet-nightjar
625,Aegotheles cristatus,AU,AEGOTHELIFORMES,Aegothelidae,Australian Owlet-nightjar
626,Hemiprocne coronata,OR,APODIFORMES,Hemiprocnidae,Crested Treeswift
627,Hemiprocne longipennis,"OR, AU",APODIFORMES,Hemiprocnidae,Tepekong jambul
628,Hemiprocne comata,OR,APODIFORMES,Hemiprocnidae,Tepekong rangkang
629,Hemiprocne mystacea,AU,APODIFORMES,Hemiprocnidae,Tepekong kumis
630,Cypseloides cherriei,"MA, SA",APODIFORMES,Apodidae,Spot-fronted Swift
631,Cypseloides cryptus,"MA, SA",APODIFORMES,Apodidae,White-chinned Swift
632,Cypseloides storeri,MA,APODIFORMES,Apodidae,White-fronted Swift
633,Cypseloides fumigatus,SA,APODIFORMES,Apodidae,Sooty Swift
634,Cypseloides rothschildi,SA,APODIFORMES,Apodidae,Rothschild's Swift
