,IOC,Breeding Range,Order,Family,Norwegian
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,sumatrahøne
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,javahøne
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,maskehøne
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,sherpahøne
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,blodfasan
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,juvelfasan
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,satyrfasan
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,rubinfasan
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,ornatfasan
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,gallafasan
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,brunstrupehøne
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,gulstrupehøne
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,glansfasan
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,bronsefasan
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,regnbuefasan
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,koklassfasan
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,kalkun
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,flekkalkun
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,jerpe
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,kinajerpe
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,lirype
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,fjellrype
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,amurjerpe
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,storfugl
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,svartnebbstorfugl
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,orrfugl
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,kaukasusorrfugl
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,langnebbhøne
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,dulithøne
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,fjellrapphøne
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,rapphøne
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,stepperapphøne
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,kobberfasan
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,kongefasan
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,mikadofasan
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,monarkfasan
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,burmafasan
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,gullfasan
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,diamantfasan
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,fasan
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,grønnfasan
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,toppfasan
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,gråfasan
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,hvitfasan
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,sotfasan
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,blyfasan
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,edelfasan
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,fagerfasan
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,brudefasan
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,kalifasan
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,sølvfasan
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,gulhalefasan
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,Bornean Crestless Fireback
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,pompongfasan
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,sumatrafasan
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,Malayan Crested Fireback
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,ridderfasan
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,dragefasan
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,Malayan Crested Argus
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,argusfasan
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,kongopåfugl
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,indiapåfugl
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,smaragdpåfugl
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,grønnbeinhøne
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,rødørehøne
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,Sabah Partridge
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,karminhodehøne
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,rødsporehøne
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,perlesporehøne
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,dråpesporehøne
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,påfuglfasan
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,smaragdfasan
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,malayfasan
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,plettfasan
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,hainanfasan
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,filigransfasan
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,perlefasan
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,brunfasan
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,burmabambushøne
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,kinabambushøne
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,taiwanbambushøne
431,Gallus varius,OR,GALLIFORMES,Phasianidae,paradishane
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,bankivahane
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,brokadehane
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,flammehane
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,skogfrankolin
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,krattfrankolin
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,gråfrankolin
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,sumpfrankolin
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,perlefrankolin
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,halsbåndfrankolin
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,hindufrankolin
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,kokifrankolin
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,hvitstrupefrankolin
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,isoberiniafrankolin
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,kragefrankolin
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,rødvingefrankolin
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,cuanzafrankolin
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,lyngfrankolin
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,Elgon Francolin
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,gråvingefrankolin
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,gressfrankolin
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,miombofrankolin
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,Whyte's Francolin
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,tibethøne
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,altaihøne
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,kaukasushøne
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,kurdistanhøne
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,himalayahøne
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,sisihøne
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,beduinhøne
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,sumpvaktel
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,kjempevaktel
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,asiablåvaktel
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,afrikablåvaktel
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,paljetthøne
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,vaktel
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,engvaktel
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,harlekinvaktel
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,regnvaktel
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,gressvaktel
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,berberhøne
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,araberhøne
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,rødhøne
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,berghøne
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,steinhøne
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,svartstrupehøne
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,qinghaihøne
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,buskvaktel
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,slettevaktel
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,hvitstrupevaktel
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,manipurvaktel
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,steinfrankolin
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,kamerunfrankolin
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,edelfrankolin
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,kastanjefrankolin
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,storfrankolin
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,djiboutifrankolin
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,svartbrystfrankolin
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,ashantifrankolin
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,angolafrankolin
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,kikuyufrankolin
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,brillefrankolin
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,kappfrankolin
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,shonafrankolin
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,bergfrankolin
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,hvitbrynfrankolin
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,skyggefrankolin
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,termittfrankolin
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,savannefrankolin
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,dunkjevlefrankolin
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,svartbeinfrankolin
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,gulstrupefrankolin
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,serengetifrankolin
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,rødstrupefrankolin
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,argusnattravn
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,eukalyptusnattravn
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,salomonnattravn
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,kanaknattravn
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,djevelnattravn
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,papuanattravn
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,bergnattravn
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,malaynattravn
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,hornnattravn
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,kragenattravn
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,nacundanatthauk
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,tussenatthauk
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,sandnatthauk
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,trillenatthauk
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,nordnatthauk
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,dunkelnatthauk
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,rustbuknatthauk
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,dryadenatthauk
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,kastanjenatthauk
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,sotnattravn
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,pygménattravn
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,pauraquenattravn
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,krattnattravn
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,marimbanattravn
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,smånattravn
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,tepuinattravn
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,guyananattravn
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,stumpnattravn
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,hvitvingenattravn
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,glennenattravn
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,chiasmanattravn
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,svalenattravn
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,lyrenattravn
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,hvithalenattravn
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,flekkhalenattravn
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,gaffelnattravn
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,saksenattravn
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,slepnattravn
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,choconattravn
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,dusknattravn
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,yucatánnattravn
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,plettnattravn
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,dvalenattravn
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,rustnattravn
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,rustnakkenattravn
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,mayanattravn
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,silkestjertnattravn
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,mexiconattravn
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,costaricanattravn
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,brunnattravn
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,rødhalsnattravn
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,indianattravn
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,orientnattravn
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,palaunattravn
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,nattravn
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,busknattravn
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,rustkinnattravn
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,ørkennattravn
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,sindnattravn
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,nubianattravn
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,gullnattravn
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,yamanattravn
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,hamrenattravn
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,floresnattravn
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,andamannattravn
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,filippinernattravn
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,sulawesinattravn
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,tornnattravn
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,ildnakkenattravn
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,fjellnattravn
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,bengalnattravn
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,madagaskarnattravn
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,sumpnattravn
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,nechisarnattravn
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,sahelnattravn
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,stjernenattravn
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,gressnattravn
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,fregnenattravn
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,sundanattravn
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,klippenattravn
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,kivunattravn
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,kongonattravn
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,langhalenattravn
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,kilehalenattravn
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,bantunattravn
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,vimpelnattravn
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,dragenattravn
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,fettfugl
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,dvergpotu
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,storpotu
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,langhalepotu
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,nordpotu
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,fløytepotu
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,andespotu
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,hvitvingepotu
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,marmorfroskemunn
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,kjempefroskemunn
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,uglefroskemunn
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,salomonfroskemunn
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,kurrefroskemunn
606,Batrachostomus harterti,OR,PODARGIFORMES,Podargidae,dulitfroskemunn
607,Batrachostomus septimus,OR,PODARGIFORMES,Podargidae,bandolærfroskemunn
608,Batrachostomus stellatus,OR,PODARGIFORMES,Podargidae,stjernefroskemunn
609,Batrachostomus moniliger,OR,PODARGIFORMES,Podargidae,singaleserfroskemunn
610,Batrachostomus hodgsoni,OR,PODARGIFORMES,Podargidae,burmafroskemunn
611,Batrachostomus poliolophus,OR,PODARGIFORMES,Podargidae,sumatrafroskemunn
612,Batrachostomus mixtus,OR,PODARGIFORMES,Podargidae,borneofroskemunn
613,Batrachostomus javensis,OR,PODARGIFORMES,Podargidae,javafroskemunn
614,Batrachostomus affinis,OR,PODARGIFORMES,Podargidae,malayfroskemunn
615,Batrachostomus chaseni,OR,PODARGIFORMES,Podargidae,palawanfroskemunn
616,Batrachostomus cornutus,OR,PODARGIFORMES,Podargidae,sundafroskemunn
617,Aegotheles insignis,AU,AEGOTHELIFORMES,Aegothelidae,storuglesvale
618,Aegotheles tatei,AU,AEGOTHELIFORMES,Aegothelidae,prikkuglesvale
619,Aegotheles crinifrons,AU,AEGOTHELIFORMES,Aegothelidae,molukkuglesvale
620,Aegotheles wallacii,AU,AEGOTHELIFORMES,Aegothelidae,vatreuglesvale
621,Aegotheles albertisi,AU,AEGOTHELIFORMES,Aegothelidae,berguglesvale
622,Aegotheles savesi,AU,AEGOTHELIFORMES,Aegothelidae,sotuglesvale
623,Aegotheles bennettii,AU,AEGOTHELIFORMES,Aegothelidae,nettuglesvale
624,Aegotheles affinis,AU,AEGOTHELIFORMES,Aegothelidae,arfakuglesvale
625,Aegotheles cristatus,AU,AEGOTHELIFORMES,Aegothelidae,australuglesvale
626,Hemiprocne coronata,OR,APODIFORMES,Hemiprocnidae,topptreseiler
627,Hemiprocne longipennis,"OR, AU",APODIFORMES,Hemiprocnidae,rustkinntreseiler
628,Hemiprocne comata,OR,APODIFORMES,Hemiprocnidae,dvergtreseiler
629,Hemiprocne mystacea,AU,APODIFORMES,Hemiprocnidae,mustasjetreseiler
630,Cypseloides cherriei,"MA, SA",APODIFORMES,Apodidae,hvitflekkseiler
631,Cypseloides cryptus,"MA, SA",APODIFORMES,Apodidae,blekhakeseiler
632,Cypseloides storeri,MA,APODIFORMES,Apodidae,mestisseiler
633,Cypseloides fumigatus,SA,APODIFORMES,Apodidae,sotseiler
634,Cypseloides rothschildi,SA,APODIFORMES,Apodidae,saltaseiler
635,Cypseloides niger,"NA, MA",APODIFORMES,Apodidae,svartseiler
636,Cypseloides lemosi,SA,APODIFORMES,Apodidae,hvitbrystseiler
637,Cypseloides senex,SA,APODIFORMES,Apodidae,fosseseiler
638,Streptoprocne phelpsi,SA,APODIFORMES,Apodidae,tepuiseiler
639,Streptoprocne rutila,"MA, SA",APODIFORMES,Apodidae,rødhalsseiler
640,Streptoprocne zonaris,"MA, SA, NA",APODIFORMES,Apodidae,halsbåndseiler
641,Streptoprocne biscutata,SA,APODIFORMES,Apodidae,skjoldseiler
642,Streptoprocne semicollaris,MA,APODIFORMES,Apodidae,hvitnakkeseiler
643,Hydrochous gigas,OR,APODIFORMES,Apodidae,storsalangan
644,Collocalia affinis,OR,APODIFORMES,Apodidae,dunfotsalangan
645,Collocalia marginata,OR,APODIFORMES,Apodidae,grågumpsalangan
646,Collocalia isonota,OR,APODIFORMES,Apodidae,fjellryggsalangan
647,Collocalia sumbawae,OR,APODIFORMES,Apodidae,tenggarasalangan
648,Collocalia neglecta,OR,APODIFORMES,Apodidae,dunkelsalangan
649,Collocalia esculenta,"OR, AU",APODIFORMES,Apodidae,glanssalangan
650,Collocalia uropygialis,AU,APODIFORMES,Apodidae,satengsalangan
651,Collocalia dodgei,OR,APODIFORMES,Apodidae,kinabalusalangan
652,Collocalia linchi,OR,APODIFORMES,Apodidae,epidotsalangan
653,Collocalia natalis,IO,APODIFORMES,Apodidae,christmassalangan
654,Collocalia troglodytes,OR,APODIFORMES,Apodidae,dvergsalangan
655,Aerodramus elaphrus,IO,APODIFORMES,Apodidae,seychellsalangan
656,Aerodramus francicus,IO,APODIFORMES,Apodidae,maskarenesalangan
657,Aerodramus unicolor,OR,APODIFORMES,Apodidae,indiasalangan
658,Aerodramus mearnsi,OR,APODIFORMES,Apodidae,filippinersalangan
659,Aerodramus infuscatus,AU,APODIFORMES,Apodidae,halmaherasalangan
660,Aerodramus sororum,AU,APODIFORMES,Apodidae,sulawesisalangan
661,Aerodramus ceramensis,AU,APODIFORMES,Apodidae,seramsalangan
662,Aerodramus hirundinaceus,AU,APODIFORMES,Apodidae,bergsalangan
663,Aerodramus spodiopygius,"AU, PO",APODIFORMES,Apodidae,melanesiasalangan
664,Aerodramus terraereginae,AU,APODIFORMES,Apodidae,australsalangan
665,Aerodramus brevirostris,OR,APODIFORMES,Apodidae,orientsalangan
666,Aerodramus vulcanorum,OR,APODIFORMES,Apodidae,vulkansalangan
667,Aerodramus whiteheadi,OR,APODIFORMES,Apodidae,storhodesalangan
668,Aerodramus nuditarsus,AU,APODIFORMES,Apodidae,nakenbeinsalangan
669,Aerodramus orientalis,AU,APODIFORMES,Apodidae,enigmasalangan
670,Aerodramus salangana,OR,APODIFORMES,Apodidae,sundasalangan
671,Aerodramus vanikorensis,AU,APODIFORMES,Apodidae,monsunsalangan
672,Aerodramus amelis,OR,APODIFORMES,Apodidae,gråsalangan
673,Aerodramus pelewensis,PO,APODIFORMES,Apodidae,palausalangan
674,Aerodramus bartschi,PO,APODIFORMES,Apodidae,marianesalangan
675,Aerodramus inquietus,PO,APODIFORMES,Apodidae,karolinesalangan
676,Aerodramus leucophaeus,PO,APODIFORMES,Apodidae,tahitisalangan
