,IOC,Breeding Range,Order,Family,Russian
328,Rhynchortyx cinctus,"MA, SA",GALLIFORMES,Odontophoridae,Длинноногий перепел
329,Xenoperdix udzungwensis,AF,GALLIFORMES,Phasianidae,Удзунгвасская куропатка
330,Xenoperdix obscuratus,AF,GALLIFORMES,Phasianidae,Rubeho Forest Partridge
331,Caloperdix oculeus,OR,GALLIFORMES,Phasianidae,Глазчатая куропатка
332,Rollulus rouloul,OR,GALLIFORMES,Phasianidae,Венценосная куропатка
333,Melanoperdix niger,OR,GALLIFORMES,Phasianidae,Чёрная куропатка
334,Arborophila torqueola,OR,GALLIFORMES,Phasianidae,Обыкновенная кустарниковая куропатка
335,Arborophila rufipectus,OR,GALLIFORMES,Phasianidae,Сычуаньская кустарниковая куропатка
336,Arborophila mandellii,OR,GALLIFORMES,Phasianidae,Красногрудая кустарниковая куропатка
337,Arborophila gingica,OR,GALLIFORMES,Phasianidae,Китайская кустарниковая куропатка
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,Красногорлая кустарниковая куропатка
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,Красноклювая кустарниковая куропатка
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,Siamese Partridge
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,Каштановоголовая кустарниковая куропатка
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,Хайнаньская кустарниковая куропатка
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,Тайваньская кустарниковая куропатка
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,Белощёкая кустарниковая куропатка
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,Рыжебрюхая кустарниковая куропатка
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,Давидова кустарниковая куропатка
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,Калимантанская кустарниковая куропатка
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,Кустарниковая куропатка Кемпбелла
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,Кустарниковая куропатка Ролла
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,Суматранская кустарниковая куропатка
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,Краснобрюхая кустарниковая куропатка
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,Восточная кустарниковая куропатка
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,Снежная куропатка
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,Итагин
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,Черноголовый трагопан
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,Трагопан-сатир
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,Серобрюхий трагопан
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,Глазчатый трагопан
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,Буробрюхий трагопан
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,Кундык
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,Рыжегорлый кундык
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,Гималайский монал
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,Белохвостый монал
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,Китайский монал
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,Коклас
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,Индейка
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,Глазчатая индейка
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,Рябчик
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,Рябчик Северцова
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,Белая куропатка
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,Тундряная куропатка
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,Дикуша
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,Глухарь
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,Каменный глухарь
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,Тетерев
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,Кавказский тетерев
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,Длинноклювая куропатка
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,Госова куропатка
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,Тибетская куропатка
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,Серая куропатка
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,Бородатая куропатка
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,Медный пёстрый фазан
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,Пёстрый китайский фазан
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,Пёстрый фазан т микадо
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,Пёстрый фазан Эллиота
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,Пёстрый бирманский фазан
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,Золотой фазан
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,Алмазный фазан
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,Фазан
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,Зелёный фазан
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,Гималайский фазан
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,Тибетский ушастый фазан
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,Белый ушастый фазан
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,Маньчжурский ушастый фазан
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,Голубой ушастый фазан
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,Лофура Эдвардса
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,Свайнова лофура
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,Бульверова лофура
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,Чёрная лофура
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,Серебряная лофура
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,Вилохвостая лофура
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,Bornean Crestless Fireback
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,Сиамская лофура
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,Лофура Сальвадора
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,Malayan Crested Fireback
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,Огненноспинная лофура
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,Хохлатый аргус
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,Malayan Crested Argus
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,Аргус
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,Конголезский павлин
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,Индийский павлин
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,Зелёный павлин
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,Зеленоногая кустарниковая куропатка
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,Чешуегрудая кустарниковая куропатка
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,Sabah Partridge
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,Красноголовая куропатка
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,Красная шпорцевая куропатка
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,Жемчужная шпорцевая куропатка
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,Белогорлая шпорцевая куропатка
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,Наполеонов павлиний фазан
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,Борнейский павлиний фазан
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,Малайский павлиний фазан
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,Бурый павлиний фазан
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,Хайнаньский павлиний фазан
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,Павлиний фазан
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,Бронзовый павлиний фазан
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,Бронзовохвостый павлиний фазан
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,Горная бамбуковая куропатка
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,Китайская бамбуковая куропатка
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,Тайваньская бамбуковая куропатка
431,Gallus varius,OR,GALLIFORMES,Phasianidae,Зелёная джунглевая курица
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,Банкивская джунглевая курица
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,Серая джунглевая курица
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,Цейлонская джунглевая курица
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,Лесной турач
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,Хохлатый турач
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,Серый турач
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,Болотный турач
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,Жемчужный турач
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,Турач
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,Расписной турач
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,Турач коки
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,Белогорлый турач
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,Шлегелев турач
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,Воротничковый турач
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,Краснокрылый турач
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,Ангольский турач Финша
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,Горный турач
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,Elgon Francolin
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,Серокрылый турач
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,Куропатковый турач
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,Турач Шелли
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,Whyte's Francolin
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,Тибетский улар
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,Алтайский улар
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,Кавказский улар
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,Каспийский улар
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,Гималайский улар
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,Пустынная куропатка
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,Арабская пустынная куропатка
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,Бурый перепел
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,Новогвинейский горный перепел
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,Расписной перепел
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,Африканская голубая куропатка
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,Мадагаскарская куропатка
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,Перепел
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,Немой перепел
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,Перепел-арлекин
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,Черногрудый перепел
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,Австралийский перепел
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,Берберийская каменная куропатка
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,Черноголовый кеклик
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,Красная куропатка
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,Кеклик
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,Европейский кеклик
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,Аравийский кеклик
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,Кеклик Пржевальского
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,Джунглевый перепел
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,Скальный кустарниковый перепел
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,Пёстрый джунглевый перепел
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,Манипурский джунглевый перепел
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,Горный турач
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,Камерунский турач
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,Угандский турач
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,Каштановозатылочный турач
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,Суданский турач
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,Рыжебрюхий турач
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,Ангольский турач
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,Гамбийский турач
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,Серополосый турач
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,Кенийский турач
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,Красноклювый турач
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,Капский турач
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,Натальский турач
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,Восточноафриканский турач
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,Двушпоровый турач
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,Чешуйчатый турач
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,Желтоклювый турач
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,Саванный турач
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,Эфиопский турач
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,Свенсонов турач
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,Желтогорлый турач
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,Серобрюхий турач
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,Красногорлый турач
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,Пятнистый южноазиатский козодой
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,Белогорлый южноазиатский козодой
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,Соломонский южноазиатский козодой
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,Новокаледонский южноазиатский козодой
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,Сатанинский южноазиатский козодой
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,Папуанский южноазиатский козодой
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,Горный южноазиатский козодой
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,Малайский южноазиатский козодой
