,IOC,Breeding Range,Order,Family,Serbian
325,Dactylortyx thoracicus,MA,GALLIFORMES,Odontophoridae,Pevajuća prepelica
326,Cyrtonyx montezumae,"NA, MA",GALLIFORMES,Odontophoridae,Montezumina prepelica
327,Cyrtonyx ocellatus,MA,GALLIFORMES,Odontophoridae,Krupnopegava prepelica
328,Rhynchortyx cinctus,"MA, SA",GALLIFORMES,Odontophoridae,Žutolika prepelica
329,Xenoperdix udzungwensis,AF,GALLIFORMES,Phasianidae,Jarebica sa planina Udzungva i Rubeho
330,Xenoperdix obscuratus,AF,GALLIFORMES,Phasianidae,Rubeho Forest Partridge
331,Caloperdix oculeus,OR,GALLIFORMES,Phasianidae,Riđa prepelica
332,Rollulus rouloul,OR,GALLIFORMES,Phasianidae,Crvenoćuba prepelica
333,Melanoperdix niger,OR,GALLIFORMES,Phasianidae,Crna jarebica
334,Arborophila torqueola,OR,GALLIFORMES,Phasianidae,Brdska jarebica
335,Arborophila rufipectus,OR,GALLIFORMES,Phasianidae,Sečuanska jarebica
336,Arborophila mandellii,OR,GALLIFORMES,Phasianidae,Jarebica kestenjastih grudi
337,Arborophila gingica,OR,GALLIFORMES,Phasianidae,Jarebica sa belom ogrlicom
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,Riđogrla jarebica
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,Crvenokljuna jarebica
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,Siamese Partridge
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,Jarebica kestenjaste glave
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,Hajnanska jarebica
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,Tajvanska jarebica
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,Jarebica belih obraza
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,Jarebica prugastih leđa
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,Jarebica narandžastog vrata
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,Crvenogruda jarebica
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,Malajska jarebica
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,Batačka jarebica
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,Sumatranska jarebica
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,Jarebica kestenjastog trbuha
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,Sivogruda jarebica
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,Snežna jarebica lerva
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,Krvavi fazan
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,Mrki tragopan
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,Obični tragopan
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,Crvenogrudi tragopan
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,Temnikov tragopan
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,Pegavi tragopan
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,Smeđobrada fazanska jarebica
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,Žutobrada fazanska jarebica
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,Himalajski monal
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,Beloleđi monal
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,Kineski monal
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,Kokles fazan
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,Divlja ćurka
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,Jukatanska ćurka
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,Leštarka
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,Kineska leštarka
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,Severna snežnica
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,Alpska snežnica
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,Sibirski tetreb
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,Veliki tetreb
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,Crnokljuni veliki tetreb
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,Ruševac
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,Kavkaski tetreb
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,Dugokljuna jarebica
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,Jarebica sa planine Dulit na Borneu
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,Tibetanska jarebica
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,Jarebica
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,Daurska jarebica
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,Bakarni fazan
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,Kraljevski fazan
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,Tamnoplavi fazan
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,Belotrbi fazan
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,Plavovrati fazan
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,Zlatni fazan
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,Dijamantski fazan
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,Fazan
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,Green Pheasant
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,Himalajski fazan
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,Belouhi fazan
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,Beli fazan
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,Brkati fazan
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,Plavosivi fazan
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,Vijetnamski fazan
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,Tajvanski fazan
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,Bulverov fazan
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,Kalij srebrni fazan
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,Srebrni fazan
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,Bakrorepi fazan
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,Bornean Crestless Fireback
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,Sijamski fazan
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,Sumatranski fazan
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,Malayan Crested Fireback
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,Ćubasti fazan
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,Vijetnamski argus fazan
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,Malezijski argus fazan
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,Argus fazan
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,Afrički paun
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,Paun
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,Zeleni paun
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,Jarebica ljuskavih grudi
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,Jarebica sa kestenjastom ogrlicom
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,Sabah Partridge
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,Crvenoglava jarebica
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,Crvena mala kokoš
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,Belopegava mala kokoš
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,Mala kokoš sa Šri Lanke
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,Palavanski paunaš
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,Borneanski paunaš
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,Malajski paunaš
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,Vijetnamski paunaš
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,Hajnanski paunaš
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,Sivi paunaš
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,Planinski paunaš
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,Bronzorepi paunaš
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,Planinska bambusova jarebica
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,Kineska bambusova jarebica
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,Tajvanska bambusova jarebica
431,Gallus varius,OR,GALLIFORMES,Phasianidae,Zelena divlja kokoš
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,Indijska divlja kokoš
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,Siva divlja kokoš
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,Cejlonska divlja kokoš
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,Prašumski frankolin
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,Ćubasti frankolin
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,Sivi frankolin
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,Močvarski frankolin
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,Kineski frankolin
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,Crni frankolin
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,Belopegavi frankolin
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,Koki frankolin
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,Belogrli frankolin
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,Šlegelov frankolin
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,Šarenovrati frankolin
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,Crvenokrili frankolin
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,Riđoliki frankolin
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,Vresov frankolin
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,Elgon Francolin
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,Sivokrili frankolin
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,Akacijin frankolin
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,Šelijev frankolin
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,Whyte's Francolin
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,Tibetanska koka
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,Altajska koka
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,Kavkaska koka
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,Kaspijska koka
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,Himalajska koka
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,Persijska peščarka
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,Egipatska peščarka
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,Australijska smeđa prepelica
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,Papuanska prepelica
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,Kineska prepelica
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,Plava prepelica
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,Madagaskarska jarebica
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,Prepelica
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,Japanska prepelica
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,Arlekinska prepelica
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,Indijska kišna prepelica
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,Australijska riđolika prepelica
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,Afrička kamenjarka
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,Arabijska kamenjarka
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,Španska kamenjarka
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,Turska kamenjarka
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,Kamenjarka
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,Crnolika kamenjarka
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,Kineska kamenjarka
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,Prašumska prepelica
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,Kamenjarska prepelica
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,Šarena prepelica
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,Manipurska prepelica
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,Namibijski frankolin
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,Kamerunski frankolin
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,Ugandski frankolin
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,Riđoglavi frankolin
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,Etiopski frankolin
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,Džibutski frankolin
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,Crno-beli frankolin
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,Ganski frankolin
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,Sivoprugasti frankolin
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,Riđogrudi frankolin
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,Crvenokljuni frankolin
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,Kapski frankolin
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,Natalski frankolin
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,Krupnopegavi frankolin
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,Dvoostrugasti frankolin
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,Ljuskasti frankolin
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,Žutokljuni frankolin
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,Šareni crvenoliki frankolin
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,Biserni frankolin
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,Smeđi crvenoliki frankolin
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,Žutovrati frankolin
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,Sivogrudi frankolin
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,Crvenovrati frankolin
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,Pegavi leganj
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,Belogrli leganj
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,Leganj sa Solomonskih ostrva
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,Leganj sa Nove Kaledonije
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,Dijabolični leganj
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,Papuanski leganj
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,Arčboldov leganj
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,Malezijski leganj
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Veliki ušati leganj
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,Ogrličasti leganj
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,Nakunda leganj
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,Patuljasti američki leganj
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,Svetli američki leganj
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Mali američki leganj
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,Američki leganj
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Kratkorepi leganj
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,Riđotrbi leganj
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,Trakorepi leganj
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,Baijski leganj
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,Crnkasti leganj
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,Patuljasti leganj
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Pauraku leganj
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,Šikarski leganj
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,Todov leganj
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,Mali leganj
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,Roraimski leganj
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,Kajenski leganj
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,Srpokrili leganj
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,Belokrili leganj
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,Leganj grivnaš
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,Čudijev leganj
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,Lastorepi leganj
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,Lirorepi leganj
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Belorepi leganj
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Leganj pegavog repa
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,Leganj stepenastog repa
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,Makazorepi leganj
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,Long-trained Nightjar
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,Choco Poorwill
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,Ušati purvil
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,Yucatan Poorwill
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Pegavi purvil
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,Purvil
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Riđi američki leganj
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,Tawny-collared Nightjar
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,Jukatanski leganj
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,Svilorepi leganj
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,Ridžvejev leganj
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,Tamni leganj
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Smeđi leganj
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,Crvenovrati leganj
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,Prašumski leganj
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,Sivi leganj
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,Leganj sa ostrva Palau
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,Leganj
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Istočnoafrički leganj
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,Riđoliki leganj
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,Egipatski leganj
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,Sajksov leganj
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,Nubijski leganj
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,Zlatni leganj
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,Džerdonov leganj
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Repati leganj
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,Misov leganj
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,Andamanski leganj
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,Filipinski leganj
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,Celebeski leganj
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,Donaldsonov leganj
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,Vatrovrati leganj
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,Abisinski leganj
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,Indijski leganj
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,Madagaskarski leganj
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,Močvarski leganj
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,Nečisarski leganj
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Jednobojni leganj
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Leganj sa zvezdastim pegama
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Savanski leganj
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,Pirgavi leganj
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,Bonaparte's Nightjar
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,Salvadori's Nightjar
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,Prigogine's Nightjar
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,Bates's Nightjar
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,Dugorepi leganj
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,Slender-tailed Nightjar
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,Square-tailed Nightjar
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,Leganj barjaktar
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,Leganj zastavičar
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,Uljana ptica (guačaro)
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,Riđi potu
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,Veliki potu
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,Dugorepi potu
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,Severni potu
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,Obični potu
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,Andski potu
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,Belokrili potu
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,Mramorasta žabousta
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,Papuanska žabousta
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,Smeđa žabousta
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,Žabousta sa Solomonskih ostrva
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,Velika žabousta
606,Batrachostomus harterti,OR,PODARGIFORMES,Podargidae,Dulitova žabousta
607,Batrachostomus septimus,OR,PODARGIFORMES,Podargidae,Filipinska žabousta
608,Batrachostomus stellatus,OR,PODARGIFORMES,Podargidae,Guldova žabousta
609,Batrachostomus moniliger,OR,PODARGIFORMES,Podargidae,Žabousta sa Šri Lanke
610,Batrachostomus hodgsoni,OR,PODARGIFORMES,Podargidae,Hodžsonova žabousta
611,Batrachostomus poliolophus,OR,PODARGIFORMES,Podargidae,Sumatranska žabousta
612,Batrachostomus mixtus,OR,PODARGIFORMES,Podargidae,Borneanska žabousta
613,Batrachostomus javensis,OR,PODARGIFORMES,Podargidae,Javanska žabousta
614,Batrachostomus affinis,OR,PODARGIFORMES,Podargidae,Blitova žabousta
615,Batrachostomus chaseni,OR,PODARGIFORMES,Podargidae,Palavanska žabousta
616,Batrachostomus cornutus,OR,PODARGIFORMES,Podargidae,Sundska žabousta
617,Aegotheles insignis,AU,AEGOTHELIFORMES,Aegothelidae,Mačkasti sovasti leganj
618,Aegotheles tatei,AU,AEGOTHELIFORMES,Aegothelidae,Starry Owlet-nightjar
619,Aegotheles crinifrons,AU,AEGOTHELIFORMES,Aegothelidae,Molučki sovasti leganj
620,Aegotheles wallacii,AU,AEGOTHELIFORMES,Aegothelidae,Volesov sovasti leganj
621,Aegotheles albertisi,AU,AEGOTHELIFORMES,Aegothelidae,Planinski sovasti leganj
622,Aegotheles savesi,AU,AEGOTHELIFORMES,Aegothelidae,Sovasti leganj sa Nove Kaledonije
623,Aegotheles bennettii,AU,AEGOTHELIFORMES,Aegothelidae,Benetov sovasti leganj
624,Aegotheles affinis,AU,AEGOTHELIFORMES,Aegothelidae,Vogelkop Owlet-nightjar
625,Aegotheles cristatus,AU,AEGOTHELIFORMES,Aegothelidae,Australijski sovasti leganj
626,Hemiprocne coronata,OR,APODIFORMES,Hemiprocnidae,Ćubasta čiopa sa drveta
627,Hemiprocne longipennis,"OR, AU",APODIFORMES,Hemiprocnidae,Čiopa sa drveta sivog nadrepka
